"ADMIN0","IU_ID","IUs_NAME","Cov2000","Cov2001","Cov2002","Cov2003","Cov2004","Cov2005","Cov2006","Cov2007","Cov2008","Cov2009","Cov2010","Cov2011","Cov2012","Cov2013","Cov2014","Cov2015","Cov2016","Cov2017","Cov2018","Cov2019","Cov2020","Cov2021","Cov2022","MDA_schemebefore2013","MDA_scheme2013","MDA_scheme2014","MDA_scheme2015","MDA_scheme2016","MDA_scheme2017","MDA_scheme2018","MDA_scheme2019","MDA_scheme2020","MDA_scheme2021","MDA_scheme2022"
"Congo, DRC","COD13960","Yakoma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.63,98.5,100,0,99.66,98.51,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Cameroon","CMR07506","CITE PALMIERS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07441","EVODOULA",0,0,0,0,0,0,0,0,0,0,0,0,79.94275037,81.15653446,100,100,100,97.59,100,0,0,0,0,"ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49744","KABONG",0,0,0,0,0,0,0,64.99981897,88.89579579,0,56.90943923,34.64106032,0,0,90.56,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07449","NGOG MAPUBI",0,0,0,0,0,0,0,0,0,0,0,0,87.46689063,0,90.43,78.08,96.01,98.77,100,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18967","Miyo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07511","LOGBABA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07455","OKOLA",0,0,0,0,0,0,0,0,0,0,0,78.73832712,73.49523995,0,39.58,41.38,100,89.79,54.98,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD14268","Niangara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.14,97.57,98.27,0,96.11,95.6,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"South Sudan","SSD44320","Kajokeji",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.41,72.22,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM"
"Kenya","KEN54148","Mandera North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07435","DJOUNGOLO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD13906","Bogose nubea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,97.56,100,83.33,100,98.25,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALBx2","ALBx2","ALBx2","ALBx2","ALBx2","ALBx2"
"Congo, DRC","COD13937","Loko",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.79,97.03,99.39,0,98.03,96.29,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Congo, DRC","COD13958","Wasolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.91,98.42,100,0,98.71,97.55,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Cameroon","CMR07509","EDEA",0,0,0,0,0,0,0,0,0,0,0,74.42784085,79.00324388,0,35.76,34.22,41.06,99.21,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07434","CITE VERTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07459","ABONG MBANG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD14276","Poko",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,99.23,100,0,97.32,97.37,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Cameroon","CMR07451","Nkolbissong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07430","AWAE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07472","YOKADOUMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD14213","Aba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.95,97.19,97.34,0,100,96.56,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALBx2","ALBx2","ALBx2","Not delivered","ALBx2","ALBx2"
"Kenya","KEN54147","Mandera East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07519","NEW BELL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07437","EFOULAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07433","BIYEM ASSI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07452","NKOLNDONGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD14285","Viandana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.43,99.2,99.34,0,96,97.7,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"South Sudan","SSD44322","Morobo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.91,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM"
"Kenya","KEN54150","Mandera West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Kenya","KEN54146","Lafey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07525","POUMA",0,0,0,0,0,0,0,0,0,0,0,80.65699516,75.61494797,0,73.43,69.7,73.6,99.21,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07444","MBANKOMO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD13967","wapinda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.73,98.27,99.97,0,99.17,97.7,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Uganda","UGA49772","Lamwo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.15,94.22,0,90.01,88.48,91.43,0,0,0,"Not delivered","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07524","NYLON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07445","MFOU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Equatorial Guinea","GNQ16414","Luba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07514","MANOKA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07439","ESEKA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07468","MESSAMENA",0,0,0,0,0,0,0,0,0,0,0,85.82250753,80.43195585,0,96.62,100,80.13,96.35,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD13932","Karawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.55,99.27,100,99.34,98.61,98.9,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALBx2","ALBx2","ALBx2","ALBx2","ALBx2","ALBx2"
"Congo, DRC","COD14252","Likati",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.23,98.33,100,0,96.49,96.33,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Uganda","UGA49816","YUMBE",0,0,0,0,0,0,0,0,74.146948,0,57.29992909,65.80145798,39.56531219,0,57.75,85.33,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49782","MOYO",0,0,0,0,0,0,82.92689296,74.70946782,74.54344661,0,79.40127603,72.99784147,0,0,90.75,84.91,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07450","NGOUMOU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD14241","Dingila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49754","KOBOKO",0,0,0,0,0,0,0,0,56.14728682,0,67.18962749,64.00269421,66.02689406,0,97.88,100,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49766","Kitgum",0,0,0,0,0,0,0,0,65.15434922,0,58.27102202,0,0,0,61.03,85.96,0,82.77,91.23,81.41,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Kenya","KEN54265","Turkana Central",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07586","MEYOMESSALA",0,0,0,0,0,0,0,0,0,0,0,79.751655,80.2308586,0,100,100,100,96.06,100,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo","COG12786","Bétou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD13923","Bwamanda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.21,97.89,99.59,0,97.43,97.66,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Congo, DRC","COD14260","Makoro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07442","MBALMAYO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD13943","Mawuya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.66,100,99.31,98.29,100,98.41,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALBx2","ALBx2","ALBx2","ALBx2","ALBx2","ALBx2"
"Congo, DRC","COD13899","Abuzi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD14214","Adi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Kenya","KEN54264","Loima",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Kenya","KEN54152","Moyale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Kenya","KEN54284","Wajir North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD13911","Bominenge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.13,99.99,100,0,96.81,97.4,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Cameroon","CMR07584","KRIBI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD14251","Laybo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49707","ADJUMANI",0,0,0,0,0,0,82.94904362,79.41770338,84.92234375,0,83.05626558,0,72.45803281,0,54.16,100,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49710","AMURU",0,0,0,0,0,0,0,0,75.20068225,0,75.63183792,0,71.92673378,0,100,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD13927","Gemena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.27,99.96,100,0,99.63,98.71,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Congo, DRC","COD13922","Businga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07585","LOLODORF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07590","ZOETELE",0,0,0,0,0,0,0,0,0,0,0,78.88740976,79.7681507,0,92.38,91.01,93.69,95.71,100,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD14234","Buta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,98.26,100,0,96.73,96.78,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Congo, DRC","COD14243","Gombari",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.34,96.29,98.84,0,96.84,96.84,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALBx2","ALBx2","ALBx2","Not delivered","ALBx2","ALBx2"
"Congo, DRC","COD14282","Titule",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49755","KOTIDO",0,0,0,0,29.59628202,72.00002043,0,64.95254681,77.89973186,0,66.2897395,57.05034213,53.54731714,0,84.44,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD14219","Ariwara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,98.78,100,100,0,99.74,97.19,"Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Congo, DRC","COD14288","Watsa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.77,89.88,98.92,0,95.38,96.56,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Congo, DRC","COD14215","Adia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49784","Maracha/Teregago",0,0,0,0,0,0,0,0,0,0,82.84827616,74.07287279,0,0,60.23,96.02,0,96.87,100,96.08,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Uganda","UGA49712","ARUA",0,0,0,0,0,0,0,0,0,0,86.82921234,95.2980421,0,0,8.71,98.65,0,78.46,100,97.02,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Kenya","KEN54151","Laisamis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07583","EBOLOWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD14279","Rungu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.79,96.26,98.97,0,99.47,96.53,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Uganda","UGA49713","Agago",0,0,0,0,0,0,0,0,0,0,0,72.88994041,0,0,97.11,91.55,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Congo, DRC","COD14216","Aketi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,97.5,100,0,96.73,99.4,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
